n,n_missing,method,confidence,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_prob_init
6,1,armin,0.12,True,False,9.269006504919581,0.772279113245923,0.039726972579956055,0.3225775297275465,0.75,0.008117142195048888
6,1,armin,0.13,True,False,9.351007426693686,0.7791113016923809,0.048513174057006836,0.33215736699196774,0.75,0.008117142195048888
6,1,armin,0.14,True,False,9.405556214961027,0.7836562213457852,0.0423579216003418,0.33862259180124576,0.75,0.008117142195048888
6,1,armin,0.15,True,False,9.541875040156148,0.7950140924816548,0.0422520637512207,0.3550474499530033,0.75,0.008117142195048888
6,1,armin,0.16,True,False,9.569402589457829,0.7973076448006926,0.04816794395446777,0.358375326600612,0.75,0.008117142195048888
6,1,armin,0.17,True,False,9.65302514946922,0.8042749456067365,0.04581284523010254,0.3684400664158062,0.75,0.008117142195048888
6,1,armin,0.18,True,False,9.681241829480411,0.8066259152177968,0.04692196846008301,0.37182110370263266,0.75,0.008117142195048888
6,1,armin,0.22,True,False,9.73808836807057,0.8113622798314377,0.04548192024230957,0.37862067017447554,0.75,0.008117142195048888
6,1,armin,0.23,True,False,9.824336902291114,0.8185483726981596,0.03886699676513672,0.3889093543420463,0.75,0.008117142195048888
6,1,armin,0.24,True,False,9.882927716341893,0.823430067612871,0.0390779972076416,0.3958245087020379,0.75,0.008117142195048888
6,1,armin,0.25,True,False,9.974193785742985,0.8310342136569058,0.039379119873046875,0.4062750281359433,0.75,0.008117142195048888
6,1,armin,0.27,True,False,10.072215527766893,0.8392012317692423,0.040246009826660156,0.4168111127356242,0.75,0.008117142195048888
6,1,armin,0.28,True,False,10.143168833379807,0.8451129501299454,0.035552978515625,0.42387825674484847,0.75,0.008117142195048888
6,1,armin,0.29,True,False,10.220792136940394,0.8515804022791236,0.03516411781311035,0.4309766751443004,0.75,0.008117142195048888
6,1,armin,0.31,True,False,10.308384779308158,0.858878484132744,0.03522014617919922,0.4381035711875825,0.75,0.008117142195048888
6,1,armin,0.32,True,False,10.357312159376024,0.862955036854139,0.038571834564208984,0.441676811500861,0.75,0.008117142195048888
6,1,armin,0.33,True,False,10.410409255165172,0.8673790037625896,0.03545713424682617,0.44525610160155515,0.75,0.008117142195048888
6,1,armin,0.35,True,False,10.468011796266811,0.8721783573221189,0.04381895065307617,0.4488410795333133,0.75,0.008117142195048888
6,1,armin,0.37,True,False,10.595705676803545,0.8828176115696479,0.038643836975097656,0.45602663946340205,0.75,0.008117142195048888
6,1,armin,0.38,True,False,10.663538529105045,0.8884693386448786,0.04269695281982422,0.45962648638586545,0.75,0.008117142195048888
6,1,armin,0.39,True,False,10.731287986190845,0.8941141173612754,0.04044985771179199,0.46323055128406654,0.75,0.008117142195048888
6,1,armin,0.4,True,False,11.139561137836226,0.9281307972878098,0.03534293174743652,0.47883668009169766,0.75,0.008117142195048888
6,1,armin,0.42,True,False,11.165292269629843,0.9302746749120019,0.03486299514770508,0.4799920636729855,0.75,0.008117142195048888
6,1,armin,0.43,True,False,11.229081199317987,0.935589468685026,0.033143043518066406,0.48303487341754725,0.75,0.008117142195048888
6,1,armin,0.44,True,False,11.289790918103106,0.9406477074254883,0.034822940826416016,0.48723546292673214,0.75,0.008117142195048888
6,1,armin,0.45,True,False,11.80989768077658,0.9839821887701168,0.038034915924072266,0.492376522795578,1.0,0.008117142195048888
6,1,armin,0.46,True,False,11.877647137862379,0.9896269674865136,0.03563809394836426,0.496001674592749,1.0,0.008117142195048888
6,1,armin,0.47,True,False,11.942629094081342,0.9950411623626452,0.034722089767456055,0.4996272468247187,1.0,0.008117142195048888
6,1,armin,0.48,True,True,18.94096032024455,1.578131165662785,0.1081700325012207,0.5062881477719233,0.75,0.008117142195048888
6,1,armin,0.5,True,True,18.99688778384033,1.582790954386519,0.08004188537597656,0.5135364854810287,0.75,0.008117142195048888
6,1,armin,0.51,True,True,19.053464960758184,1.5875048762072543,0.06859493255615234,0.5207791340036563,0.75,0.008117142195048888
6,1,armin,0.54,True,True,19.139292926395086,1.594655927957902,0.054461002349853516,0.531625803724646,0.75,0.008117142195048888
6,1,armin,0.55,True,True,19.318056420114093,1.6095502224366882,0.052802085876464844,0.5532196669905244,0.75,0.008117142195048888
6,1,armin,0.57,True,True,19.349819127240437,1.612196641476399,0.05406999588012695,0.5568014208418164,0.75,0.008117142195048888
6,1,armin,0.59,True,True,19.416078162138,1.6177172405490248,0.053836822509765625,0.5639468796367342,0.75,0.008117142195048888
6,1,armin,0.6,True,True,19.450869830478695,1.6206160278958928,0.054450035095214844,0.5675098660716749,0.75,0.008117142195048888
6,1,armin,0.62,True,True,19.564654771311503,1.630096411058906,0.04810619354248047,0.5781555994495833,0.75,0.008117142195048888
6,1,armin,0.65,True,True,19.652247413679266,1.6373944929125266,0.04456686973571777,0.5852132475322612,0.75,0.008117142195048888
6,1,armin,0.67,True,True,19.701174793747132,1.6414710456339214,0.04734301567077637,0.5887291903326954,0.75,0.008117142195048888
6,1,armin,0.69,True,True,19.75427188953628,1.6458950125423721,0.05054903030395508,0.5922360962435927,0.75,0.008117142195048888
6,1,armin,0.7,True,True,19.81187443063792,1.6506943661019016,0.04777812957763672,0.5957336327147289,0.75,0.008117142195048888
6,1,armin,0.71,True,True,19.873887391511904,1.6558611889332475,0.04788494110107422,0.5992214709355819,0.75,0.008117142195048888
6,1,armin,0.72,True,True,20.007401163476153,1.6669853474246612,0.05724787712097168,0.6061667567705915,0.75,0.008117142195048888
6,1,armin,0.74,True,True,20.075150620561953,1.6726301261410579,0.047418832778930664,0.6096235664825833,0.75,0.008117142195048888
6,1,armin,0.75,True,True,20.199649269035216,1.6830031586545444,0.04464411735534668,0.6165039559354637,0.75,0.008117142195048888
6,1,armin,0.76,True,True,20.359027247075232,1.6962822823110382,0.04599499702453613,0.6204721535273333,0.75,0.008117142195048888
6,1,armin,0.77,True,True,20.572943833689095,1.7141054774648083,0.046224117279052734,0.6283599512168466,0.75,0.008117142195048888
6,1,armin,0.78,True,True,21.433607066187463,1.7858145908033771,0.04382181167602539,0.6516067625170905,0.75,0.008117142195048888
6,1,armin,0.8,True,True,21.565145452961406,1.796774163292798,0.04498100280761719,0.6576411558407065,0.75,0.008117142195048888
6,1,armin,0.82,True,True,21.72456474641867,1.8100567292851861,0.04239487648010254,0.6628986307456075,0.75,0.008117142195048888
6,1,armin,0.83,True,True,21.810392712055574,1.8172077810358336,0.04308509826660156,0.6725511455765807,0.75,0.008117142195048888
6,1,armin,0.84,True,True,21.816638774550572,1.8177281931859768,0.04470491409301758,0.6744599421552487,0.75,0.008117142195048888
6,1,armin,0.85,True,True,21.83929932232271,1.819616234555874,0.04294896125793457,0.675736974955417,0.75,0.008117142195048888
6,1,armin,0.86,True,True,21.843955471327206,1.8200041776026745,0.04183793067932129,0.6776361018186163,0.75,0.008117142195048888
6,1,armin,0.87,True,True,21.898504259594546,1.8245490972560787,0.041433095932006836,0.6839392495785841,0.75,0.008117142195048888
6,1,armin,0.88,True,True,22.06235063409135,1.8382005207109864,0.044389963150024414,0.7024413227536948,0.75,0.008117142195048888
6,1,armin,0.89,True,True,22.17418987411393,1.8475187911280906,0.041420936584472656,0.714422473785431,0.75,0.008117142195048888
6,1,armin,0.92,True,True,22.850260204009544,1.9038479127644328,0.036157846450805664,0.7697701030394919,0.75,0.008117142195048888
6,1,armin,0.94,True,True,22.903357299798692,1.9082718796728833,0.03534412384033203,0.7723302572317624,0.75,0.008117142195048888
6,1,armin,0.96,True,True,22.96095984090033,1.9130712332324125,0.04164004325866699,0.774870268648315,0.75,0.008117142195048888
6,1,armin,0.97,True,True,23.022972801774316,1.9182380560637586,0.03454709053039551,0.7773901101159122,0.75,0.008117142195048888
6,1,armin,0.98,True,True,23.156486573738565,1.9293622145551723,0.030890941619873047,0.7823691976364575,0.75,0.008117142195048888
6,1,armin,0.99,True,True,31.461783189524873,2.621346528330283,0.05161595344543457,0.814728053576681,0.75,0.008117142195048888
6,1,armin,1.0,True,True,33.77943977308597,2.814450047052721,0.012516975402832031,0.8842140618094108,1.0,0.008117142195048888
19,0,optimal,1.0,True,True,4.561322963012244,1.0,0.00673222541809082,0.5020374709074255,1.0,0.029403938026964838
19,1,armin,0.01,True,False,3.0093919133356954,0.659762954243505,0.0235898494720459,0.35113918439559244,0.5,0.029403938026964838
